trade_date,cash,positions_value,equity
20221107,156.23922932267305,1028782.7316751879,1028938.9709045106
20221108,156.23922932267305,1027681.0441713304,1027837.283400653
20221109,156.23922932267305,1028227.5637645175,1028383.8029938402
20221110,156.23922932267305,1030030.7865354754,1030187.025764798
20221111,156.23922932267305,1038292.3168967287,1038448.5561260513
20221114,156.23922932267305,1042127.770771222,1042284.0100005446
20221115,156.23922932267305,1045235.9783190906,1045392.2175484132
20221116,156.23922932267305,1041544.5003370591,1041700.7395663818
20221117,156.23922932267305,1043377.9472904057,1043534.1865197284
20221118,156.23922932267305,1042096.4049184363,1042252.644147759
20221121,156.23922932267305,1041542.7411129824,1041698.980342305
20221122,156.23922932267305,1050361.8308488738,1050518.0700781965
20221123,156.23922932267305,1057301.6113882621,1057457.8506175848
20221124,156.23922932267305,1054426.7127552012,1054582.9519845238
20221125,156.23922932267305,1068937.5281701938,1069093.7673995164
20221128,156.23922932267305,1063562.8940524457,1063719.1332817683
20221129,156.23922932267305,1074922.3935751999,1075078.6328045225
20221130,156.23922932267305,1073803.728485754,1073959.9677150766
20221201,37.89496672356472,1065911.67660185,1065949.5715685736
20221202,37.89496672356472,1063550.384491528,1063588.2794582515
20221205,37.89496672356472,1077704.4529899145,1077742.347956638
20221206,37.89496672356472,1079526.9479209024,1079564.842887626
20221207,37.89496672356472,1075550.4481710154,1075588.343137739
20221208,37.89496672356472,1086276.4047777401,1086314.2997444638
20221209,37.89496672356472,1085070.8898818372,1085108.7848485608
20221212,37.89496672356472,1074055.6067258436,1074093.5016925673
20221213,37.89496672356472,1080511.437361007,1080549.3323277307
20221214,37.89496672356472,1082297.9327748865,1082335.8277416101
20221215,37.89496672356472,1073231.3393993357,1073269.2343660593
20221216,37.89496672356472,1084504.8964423223,1084542.791409046
20221219,37.89496672356472,1071951.897734451,1071989.7927011747
20221220,37.89496672356472,1063574.5299933893,1063612.424960113
20221221,37.89496672356472,1064847.743318538,1064885.6382852616
20221222,37.89496672356472,1066866.997528807,1066904.8924955307
20221223,37.89496672356472,1063151.7343203938,1063189.6292871174
20221226,37.89496672356472,1057705.2619660771,1057743.1569328008
20221227,37.89496672356472,1069379.3533293258,1069417.2482960494
20221228,37.89496672356472,1075892.6890506183,1075930.584017342
20221229,37.89496672356472,1072629.9926925732,1072667.8876592969
20221230,37.89496672356472,1077915.3056000432,1077953.2005667668
20230103,824.266592498665,1080329.8849682724,1081154.151560771
20230104,824.266592498665,1088387.3925576485,1089211.659150147
20230105,824.266592498665,1089756.4224050783,1090580.688997577
20230106,824.266592498665,1088866.196927782,1089690.4635202806
20230109,824.266592498665,1087522.8965523753,1088347.163144874
20230110,824.266592498665,1084264.1970290788,1085088.4636215775
20230111,824.266592498665,1084419.5873145747,1085243.8539070734
20230112,824.266592498665,1084163.837960625,1084988.1045531237
20230113,824.266592498665,1090295.3386166778,1091119.6052091764
20230116,824.266592498665,1087055.7536257291,1087880.0202182278
20230117,824.266592498665,1089264.7408679968,1090089.0074604955
20230118,824.266592498665,1091684.851653282,1092509.1182457807
20230119,824.266592498665,1096761.4455816962,1097585.7121741949
20230120,824.266592498665,1098726.6839910867,1099550.9505835853
20230130,824.266592498665,1099152.8548749741,1099977.1214674728
20230131,824.266592498665,1107452.8336872947,1108277.1002797934
20230201,149.2088807819905,1112370.3134975377,1112519.5223783196
20230202,149.2088807819905,1109769.1704177381,1109918.37929852
20230203,149.2088807819905,1103225.7292953937,1103374.9381761756
20230206,149.2088807819905,1102499.0733976325,1102648.2822784144
20230207,149.2088807819905,1108366.080768058,1108515.28964884
20230208,149.2088807819905,1103703.5369787505,1103852.7458595324
20230209,149.2088807819905,1110469.1537994966,1110618.3626802785
20230210,149.2088807819905,1109774.493626809,1109923.7025075909
20230213,149.2088807819905,1113520.0491821957,1113669.2580629776
20230214,149.2088807819905,1113833.2416473231,1113982.450528105
20230215,149.2088807819905,1109087.3850177238,1109236.5938985057
20230216,149.2088807819905,1101993.9669258317,1102143.1758066136
20230217,149.2088807819905,1100400.783027299,1100549.9919080809
20230220,149.2088807819905,1134068.11799901,1134217.326879792
20230221,149.2088807819905,1165946.9124807045,1166096.1213614864
20230222,149.2088807819905,1181240.9811767985,1181390.1900575804
20230223,149.2088807819905,1181206.0034623237,1181355.2123431056
20230224,149.2088807819905,1171170.9505555823,1171320.1594363642
20230227,149.2088807819905,1168095.3154962857,1168244.5243770676
20230228,149.2088807819905,1166948.59656174,1167097.8054425218
20230301,321.41471214112244,1168513.30641741,1168834.721129551
20230302,321.41471214112244,1172979.2570205815,1173300.6717327225
20230303,321.41471214112244,1182348.121537102,1182669.536249243
20230306,321.41471214112244,1179702.886634614,1180024.3013467551
20230307,321.41471214112244,1186863.035364858,1187184.4500769991
20230308,321.41471214112244,1189809.145092375,1190130.5598045161
20230309,321.41471214112244,1185967.5756397217,1186288.9903518627
20230310,321.41471214112244,1173423.2255771856,1173744.6402893267
20230313,321.41471214112244,1184088.3171665985,1184409.7318787395
20230314,321.41471214112244,1181195.9531033365,1181517.3678154775
20230315,321.41471214112244,1192655.4829537016,1192976.8976658427
20230316,321.41471214112244,1200273.7631180119,1200595.177830153
20230317,321.41471214112244,1202677.829985525,1202999.244697666
20230320,321.41471214112244,1208257.8265930205,1208579.2413051615
20230321,321.41471214112244,1195924.8935293406,1196246.3082414817
20230322,321.41471214112244,1207992.2197359423,1208313.6344480834
20230323,321.41471214112244,1210284.4423607271,1210605.8570728682
20230324,321.41471214112244,1199466.1982217603,1199787.6129339014
20230327,321.41471214112244,1193332.925020984,1193654.339733125
20230328,321.41471214112244,1201617.299230067,1201938.713942208
20230329,321.41471214112244,1200663.336339028,1200984.7510511691
20230330,321.41471214112244,1204198.1150551457,1204519.5297672867
20230331,321.41471214112244,1201240.4914342896,1201561.9061464306
20230403,2366.110776831192,1199850.2386451196,1202216.3494219508
20230404,2366.110776831192,1200423.5255777696,1202789.6363546008
20230406,2366.110776831192,1198280.6518401962,1200646.7626170274
20230407,2366.110776831192,1200083.4538825005,1202449.5646593317
20230410,2366.110776831192,1200984.9688906157,1203351.079667447
20230411,2366.110776831192,1202401.1813868908,1204767.292163722
20230412,2366.110776831192,1207223.5313419972,1209589.6421188284
20230413,2366.110776831192,1209050.2706820113,1211416.3814588424
20230414,2366.110776831192,1211136.6304457875,1213502.7412226186
20230417,2366.110776831192,1221824.3115301142,1224190.4223069453
20230418,2366.110776831192,1222888.1892115916,1225254.2999884228
20230419,2366.110776831192,1224150.5444001027,1226516.6551769339
20230420,2366.110776831192,1223533.26767228,1225899.3784491112
20230421,2366.110776831192,1219614.5696121035,1221980.6803889347
